ID,liens iiif,pages_to_extract
11293,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1913/canvas/0289.json,1
11303,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1913/canvas/0342.json,2
12372,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1913/canvas/0385.json,3
11304,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1913/canvas/0392.json,2
11305,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1913/canvas/0400.json,19
11306,https://digi.ub.uni-heidelberg.de/diglit/iiif/kk1913/canvas/0430.json,4
12631,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1919/canvas/0589.json,1
11299,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1919/canvas/0775.json,2
11300,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1919/canvas/0791.json,5
11301,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1919/canvas/0851.json,1
11302,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1919/canvas/0852.json,1
11294,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1919/canvas/0085.json,2
11295,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1919/canvas/0104.json,10
12628,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1919/canvas/0114.json,2
11296,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1919/canvas/0219.json,1
12629,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1919/canvas/0219.json,1
11297,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1919/canvas/0245.json,1
12630,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1919/canvas/0247.json,1
11298,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1919/canvas/0263.json,8
12011,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1937/canvas/0010.json,1
12012,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1937/canvas/0050.json,1
12013,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1937/canvas/0108.json,1
12014,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1937/canvas/0202.json,1
12015,https://digi.ub.uni-heidelberg.de/diglit/iiif/wk1937/canvas/0202.json,1
15325,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1055828x/canvas/f53,2
14888,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2017529/canvas/f201,4
14889,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k105599m/canvas/f3,4
14890,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k105599m/canvas/f78,20
14891,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k105599m/canvas/f177,5
14892,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k201753p/canvas/f143,2
14893,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2017542/canvas/f40,16
14895,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2017542/canvas/f173,8
14896,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k201755f/canvas/f80,10
14897,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k201755f/canvas/f132,6
14898,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k201756t/canvas/f71,11
14899,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k201756t/canvas/f151,2
14900,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2017576/canvas/f13,22
14903,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k201762n/canvas/f140,3
14904,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k201764d/canvas/f140,4
14905,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k201765s/canvas/f21,21
14906,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2017754/canvas/f60,13
14907,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2017754/canvas/f73,8
14908,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2017754/canvas/f135,8
14909,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k201782b/canvas/f34,18
14910,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2017843/canvas/f7,15
10687,https://digi.ub.uni-heidelberg.de/diglit/iiif/kfa1896_1897/canvas/0197.json,4
10698,https://digi.ub.uni-heidelberg.de/diglit/iiif/kfa1896_1897/canvas/0403.json,6
10292,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstwart12_2/canvas/0076.json,2
10291,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstwart12_2/canvas/0393.json,1
10219,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0086.json,2
10231,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0087.json,1
10220,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0107.json,2
10221,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0108.json,1
10233,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0110.json,2
10212,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0117.json,1
10222,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0118.json,2
10234,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0127.json,1
10834,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0130.json,4
10223,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0140.json,4
10235,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0142.json,2
10224,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0149.json,1
10225,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0156.json,1
10226,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0157.json,2
10208,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0161.json,6
10213,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0173.json,1
10227,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0175.json,1
10214,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0188.json,2
10835,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0193.json,5
10228,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0198.json,1
10836,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0201.json,4
10236,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0215.json,1
10229,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0221.json,4
10237,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0223.json,2
10232,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0223.json,1
10209,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1901/canvas/0223.json,7
10216,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1902/canvas/0228.json,1
10210,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1902/canvas/0244.json,4
10230,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1902/canvas/0256.json,1
10215,https://digi.ub.uni-heidelberg.de/diglit/iiif/kunstchronik1902/canvas/0268.json,1
